exposure_component	exposure_category	chip_type	chip_status	outcome	incidence_rate_100py	ci_95	p_value_rate	pval_interaction
diet_score	Intermediate	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_Death	0.332483490264931	(0.30 - 0.36)	7.4109846876187e-323	0.482757420995911
diet_score	High	non_DNMT3A	Carrier	Coronary_Artery_Disease_Death	0.470830961687083	(0.32 - 0.66)	1.48219693752374e-323	0.482757420995911
diet_score	High	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_Death	0.266416134242927	(0.25 - 0.29)	9.88131291682493e-323	0.482757420995911
final_smoking_score	Low	ASXL1	Carrier	Coronary_Artery_Disease_Death	1.63941075346207	(0.79 - 3.01)	4.94065645841247e-324	0.946122318838513
final_smoking_score	Low	ASXL1	Non-carrier	Coronary_Artery_Disease_Death	0.735084799331071	(0.66 - 0.81)	4.94065645841247e-323	0.946122318838513
final_smoking_score	Intermediate	ASXL1	Carrier	Coronary_Artery_Disease_Death	0.6282238385421	(0.20 - 1.47)	4.94065645841247e-324	0.946122318838513
final_smoking_score	Intermediate	ASXL1	Non-carrier	Coronary_Artery_Disease_Death	0.374153372215574	(0.34 - 0.41)	6.91691904177745e-323	0.946122318838513
final_smoking_score	High	ASXL1	Carrier	Coronary_Artery_Disease_Death	0.750890938651407	(0.43 - 1.22)	9.88131291682493e-324	0.946122318838513
final_smoking_score	High	ASXL1	Non-carrier	Coronary_Artery_Disease_Death	0.275835585706656	(0.26 - 0.29)	1.28457067918724e-322	0.946122318838513
final_smoking_score	Low	CHIP	Carrier	Coronary_Artery_Disease_Death	0.966698896352255	(0.69 - 1.32)	1.48219693752374e-323	0.212854980582816
final_smoking_score	Low	CHIP	Non-carrier	Coronary_Artery_Disease_Death	0.727537427243041	(0.66 - 0.81)	4.94065645841247e-323	0.212854980582816
final_smoking_score	Intermediate	CHIP	Carrier	Coronary_Artery_Disease_Death	0.414441382898962	(0.29 - 0.57)	1.97626258336499e-323	0.212854980582816
final_smoking_score	Intermediate	CHIP	Non-carrier	Coronary_Artery_Disease_Death	0.372755847222453	(0.34 - 0.41)	6.91691904177745e-323	0.212854980582816
final_smoking_score	High	CHIP	Carrier	Coronary_Artery_Disease_Death	0.45114412114358	(0.37 - 0.54)	3.45845952088873e-323	0.212854980582816
final_smoking_score	High	CHIP	Non-carrier	Coronary_Artery_Disease_Death	0.266678593488978	(0.25 - 0.28)	1.23516411460312e-322	0.212854980582816
final_smoking_score	Low	DNMT3A	Carrier	Coronary_Artery_Disease_Death	0.94096840061465	(0.58 - 1.44)	9.88131291682493e-324	0.744279703284361
final_smoking_score	Low	DNMT3A	Non-carrier	Coronary_Artery_Disease_Death	0.736839068340228	(0.67 - 0.81)	4.94065645841247e-323	0.744279703284361
final_smoking_score	Intermediate	DNMT3A	Carrier	Coronary_Artery_Disease_Death	0.356161856009864	(0.21 - 0.56)	1.48219693752374e-323	0.744279703284361
final_smoking_score	Intermediate	DNMT3A	Non-carrier	Coronary_Artery_Disease_Death	0.376668560036897	(0.34 - 0.41)	6.91691904177745e-323	0.744279703284361
final_smoking_score	High	DNMT3A	Carrier	Coronary_Artery_Disease_Death	0.373525253654181	(0.28 - 0.49)	2.47032822920623e-323	0.744279703284361
final_smoking_score	High	DNMT3A	Non-carrier	Coronary_Artery_Disease_Death	0.274920771868956	(0.26 - 0.29)	1.23516411460312e-322	0.744279703284361
final_smoking_score	Low	TET2	Carrier	Coronary_Artery_Disease_Death	0.624991445309998	(0.17 - 1.60)	4.94065645841247e-324	0.605599797750959
final_smoking_score	Low	TET2	Non-carrier	Coronary_Artery_Disease_Death	0.74658061004471	(0.68 - 0.82)	4.94065645841247e-323	0.605599797750959
final_smoking_score	Intermediate	TET2	Carrier	Coronary_Artery_Disease_Death	0.335746733993888	(0.12 - 0.73)	9.88131291682493e-324	0.605599797750959
final_smoking_score	Intermediate	TET2	Non-carrier	Coronary_Artery_Disease_Death	0.376413928529478	(0.34 - 0.41)	6.91691904177745e-323	0.605599797750959
final_smoking_score	High	TET2	Carrier	Coronary_Artery_Disease_Death	0.303764537467967	(0.17 - 0.50)	1.48219693752374e-323	0.605599797750959
final_smoking_score	High	TET2	Non-carrier	Coronary_Artery_Disease_Death	0.278082696420673	(0.26 - 0.30)	1.28457067918724e-322	0.605599797750959
final_smoking_score	Low	non_DNMT3A	Carrier	Coronary_Artery_Disease_Death	0.986784825394009	(0.59 - 1.54)	9.88131291682493e-324	0.100818610873187
final_smoking_score	Low	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_Death	0.736352724492131	(0.66 - 0.81)	4.94065645841247e-323	0.100818610873187
final_smoking_score	Intermediate	non_DNMT3A	Carrier	Coronary_Artery_Disease_Death	0.502247602125513	(0.31 - 0.77)	1.48219693752374e-323	0.100818610873187
final_smoking_score	Intermediate	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_Death	0.371314224797407	(0.34 - 0.41)	6.91691904177745e-323	0.100818610873187
final_smoking_score	High	non_DNMT3A	Carrier	Coronary_Artery_Disease_Death	0.557940588749665	(0.43 - 0.71)	2.47032822920623e-323	0.100818610873187
final_smoking_score	High	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_Death	0.269752849435762	(0.25 - 0.29)	1.28457067918724e-322	0.100818610873187
sleep_health_points	Low	ASXL1	Carrier	Coronary_Artery_Disease_Death	2.97377879425501	(1.28 - 5.86)	4.94065645841247e-324	0.0730727243041048
sleep_health_points	Low	ASXL1	Non-carrier	Coronary_Artery_Disease_Death	0.588881180376506	(0.52 - 0.67)	3.95252516672997e-323	0.0730727243041048
sleep_health_points	Intermediate	ASXL1	Carrier	Coronary_Artery_Disease_Death	1.154474733008	(0.50 - 2.27)	4.94065645841247e-324	0.0730727243041048
sleep_health_points	Intermediate	ASXL1	Non-carrier	Coronary_Artery_Disease_Death	0.36404017670687	(0.33 - 0.40)	6.91691904177745e-323	0.0730727243041048
sleep_health_points	High	ASXL1	Carrier	Coronary_Artery_Disease_Death	0.582592551206153	(0.33 - 0.96)	9.88131291682493e-324	0.0730727243041048
sleep_health_points	High	ASXL1	Non-carrier	Coronary_Artery_Disease_Death	0.31069174737768	(0.29 - 0.33)	1.33397724377137e-322	0.0730727243041048
sleep_health_points	Low	CHIP	Carrier	Coronary_Artery_Disease_Death	0.920802028441899	(0.60 - 1.36)	9.88131291682493e-324	0.771996505518264
sleep_health_points	Low	CHIP	Non-carrier	Coronary_Artery_Disease_Death	0.582013609124513	(0.51 - 0.66)	3.95252516672997e-323	0.771996505518264
sleep_health_points	Intermediate	CHIP	Carrier	Coronary_Artery_Disease_Death	0.536205250371433	(0.38 - 0.73)	1.97626258336499e-323	0.771996505518264
sleep_health_points	Intermediate	CHIP	Non-carrier	Coronary_Artery_Disease_Death	0.357128389532628	(0.32 - 0.40)	6.91691904177745e-323	0.771996505518264
sleep_health_points	High	CHIP	Carrier	Coronary_Artery_Disease_Death	0.446092445145317	(0.37 - 0.53)	3.45845952088873e-323	0.771996505518264
sleep_health_points	High	CHIP	Non-carrier	Coronary_Artery_Disease_Death	0.302811979470643	(0.29 - 0.32)	1.28457067918724e-322	0.771996505518264
sleep_health_points	Low	DNMT3A	Carrier	Coronary_Artery_Disease_Death	0.870436598581149	(0.46 - 1.49)	9.88131291682493e-324	0.520249439034335
sleep_health_points	Low	DNMT3A	Non-carrier	Coronary_Artery_Disease_Death	0.594546708196285	(0.52 - 0.68)	3.95252516672997e-323	0.520249439034335
sleep_health_points	Intermediate	DNMT3A	Carrier	Coronary_Artery_Disease_Death	0.396252224195986	(0.23 - 0.64)	1.48219693752374e-323	0.520249439034335
sleep_health_points	Intermediate	DNMT3A	Non-carrier	Coronary_Artery_Disease_Death	0.368011942196456	(0.33 - 0.41)	6.42285339593621e-323	0.520249439034335
sleep_health_points	High	DNMT3A	Carrier	Coronary_Artery_Disease_Death	0.395516511256155	(0.30 - 0.51)	2.47032822920623e-323	0.520249439034335
sleep_health_points	High	DNMT3A	Non-carrier	Coronary_Artery_Disease_Death	0.309137110112892	(0.29 - 0.33)	1.28457067918724e-322	0.520249439034335
sleep_health_points	Low	TET2	Carrier	Coronary_Artery_Disease_Death	0.552590723991025	(0.11 - 1.61)	4.94065645841247e-324	0.369250634842145
sleep_health_points	Low	TET2	Non-carrier	Coronary_Artery_Disease_Death	0.605424848601788	(0.53 - 0.69)	3.95252516672997e-323	0.369250634842145
sleep_health_points	Intermediate	TET2	Carrier	Coronary_Artery_Disease_Death	0.220337974134774	(0.05 - 0.64)	9.88131291682493e-324	0.369250634842145
sleep_health_points	Intermediate	TET2	Non-carrier	Coronary_Artery_Disease_Death	0.370933920636432	(0.34 - 0.41)	6.91691904177745e-323	0.369250634842145
sleep_health_points	High	TET2	Carrier	Coronary_Artery_Disease_Death	0.347943074061405	(0.21 - 0.54)	1.48219693752374e-323	0.369250634842145
sleep_health_points	High	TET2	Non-carrier	Coronary_Artery_Disease_Death	0.311887868804221	(0.30 - 0.33)	1.33397724377137e-322	0.369250634842145
sleep_health_points	Low	non_DNMT3A	Carrier	Coronary_Artery_Disease_Death	0.993620112915781	(0.53 - 1.70)	9.88131291682493e-324	0.59574678797102
sleep_health_points	Low	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_Death	0.591738905779314	(0.52 - 0.67)	3.95252516672997e-323	0.59574678797102
sleep_health_points	Intermediate	non_DNMT3A	Carrier	Coronary_Artery_Disease_Death	0.669087188028553	(0.42 - 1.00)	1.48219693752374e-323	0.59574678797102
sleep_health_points	Intermediate	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_Death	0.359304275022081	(0.32 - 0.40)	6.42285339593621e-323	0.59574678797102
sleep_health_points	High	non_DNMT3A	Carrier	Coronary_Artery_Disease_Death	0.530705080931087	(0.41 - 0.67)	2.47032822920623e-323	0.59574678797102
sleep_health_points	High	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_Death	0.305288066755291	(0.29 - 0.32)	1.28457067918724e-322	0.59574678797102
BP_Score	Low	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	13.0962119543792	(11.19 - 15.23)	9.88131291682493e-324	0.90935541032236
BP_Score	Low	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.74254926858987	(8.60 - 8.88)	8.39911597930119e-323	0.90935541032236
BP_Score	Intermediate	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.47069352398908	(7.05 - 10.09)	9.88131291682493e-324	0.90935541032236
BP_Score	Intermediate	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	4.91710587880913	(4.84 - 5.00)	1.08694442085074e-322	0.90935541032236
BP_Score	High	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.41840976554726	(3.97 - 9.81)	4.94065645841247e-324	0.90935541032236
BP_Score	High	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	2.89934781036994	(2.78 - 3.03)	5.43472210425371e-323	0.90935541032236
BP_Score	Low	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	10.523460000121	(9.97 - 11.10)	2.47032822920623e-323	0.0274285992435566
BP_Score	Low	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.63528486023582	(8.49 - 8.78)	8.39911597930119e-323	0.0274285992435566
BP_Score	Intermediate	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.10287364438245	(5.75 - 6.48)	2.96439387504748e-323	0.0274285992435566
BP_Score	Intermediate	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	4.85677244419609	(4.77 - 4.94)	1.03753785626662e-322	0.0274285992435566
BP_Score	High	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	4.91183805154696	(4.23 - 5.67)	1.48219693752374e-323	0.0274285992435566
BP_Score	High	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	2.80505811305646	(2.68 - 2.93)	5.43472210425371e-323	0.0274285992435566
BP_Score	Low	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	9.76119094177344	(9.05 - 10.51)	1.97626258336499e-323	0.201634598637936
BP_Score	Low	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.73267899743167	(8.59 - 8.87)	8.39911597930119e-323	0.201634598637936
BP_Score	Intermediate	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	5.55182660128032	(5.10 - 6.03)	1.97626258336499e-323	0.201634598637936
BP_Score	Intermediate	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	4.91250654876852	(4.83 - 5.00)	1.08694442085074e-322	0.201634598637936
BP_Score	High	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	4.16711614693762	(3.35 - 5.12)	9.88131291682493e-324	0.201634598637936
BP_Score	High	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	2.87704677643371	(2.75 - 3.00)	5.43472210425371e-323	0.201634598637936
BP_Score	Low	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	11.0258890863189	(9.78 - 12.38)	9.88131291682493e-324	0.415416825553354
BP_Score	Low	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.74060226740933	(8.60 - 8.88)	8.39911597930119e-323	0.415416825553354
BP_Score	Intermediate	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	5.93610774367747	(5.15 - 6.81)	1.48219693752374e-323	0.415416825553354
BP_Score	Intermediate	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	4.92348281993577	(4.84 - 5.01)	1.08694442085074e-322	0.415416825553354
BP_Score	High	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	5.83683855800041	(4.19 - 7.92)	4.94065645841247e-324	0.415416825553354
BP_Score	High	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	2.88678675883033	(2.76 - 3.01)	5.43472210425371e-323	0.415416825553354
BP_Score	Low	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	11.4912423174636	(10.67 - 12.36)	1.97626258336499e-323	0.113451046716248
BP_Score	Low	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.67431376985416	(8.53 - 8.82)	8.39911597930119e-323	0.113451046716248
BP_Score	Intermediate	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.79565122254313	(6.24 - 7.39)	1.97626258336499e-323	0.113451046716248
BP_Score	Intermediate	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	4.88032732226394	(4.80 - 4.96)	1.08694442085074e-322	0.113451046716248
BP_Score	High	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	5.6665508197463	(4.61 - 6.89)	9.88131291682493e-324	0.113451046716248
BP_Score	High	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	2.84718411229087	(2.72 - 2.97)	5.43472210425371e-323	0.113451046716248
Blood_lipid_points	Low	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	10.9936089880915	(9.52 - 12.64)	9.88131291682493e-324	0.782348690526019
Blood_lipid_points	Low	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.39592029493424	(6.31 - 6.49)	1.13635098543487e-322	0.782348690526019
Blood_lipid_points	Intermediate	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	5.38873271889948	(3.81 - 7.40)	4.94065645841247e-324	0.782348690526019
Blood_lipid_points	Intermediate	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	3.92506740594325	(3.81 - 4.04)	6.91691904177745e-323	0.782348690526019
Blood_lipid_points	High	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	13.4609905704042	(10.64 - 16.80)	4.94065645841247e-324	0.782348690526019
Blood_lipid_points	High	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.79133513636969	(6.63 - 6.95)	6.42285339593621e-323	0.782348690526019
Blood_lipid_points	Low	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.84939151040133	(7.47 - 8.24)	2.96439387504748e-323	0.115604599904819
Blood_lipid_points	Low	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.32088719619451	(6.23 - 6.41)	1.08694442085074e-322	0.115604599904819
Blood_lipid_points	Intermediate	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	5.31510880778351	(4.81 - 5.86)	1.97626258336499e-323	0.115604599904819
Blood_lipid_points	Intermediate	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	3.8419186296785	(3.73 - 3.96)	6.91691904177745e-323	0.115604599904819
Blood_lipid_points	High	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	9.58606852365544	(8.85 - 10.36)	1.48219693752374e-323	0.115604599904819
Blood_lipid_points	High	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.63997151027325	(6.48 - 6.80)	6.42285339593621e-323	0.115604599904819
Blood_lipid_points	Low	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.06038125765276	(6.58 - 7.56)	2.47032822920623e-323	0.266140809496392
Blood_lipid_points	Low	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.397898864737	(6.31 - 6.49)	1.08694442085074e-322	0.266140809496392
Blood_lipid_points	Intermediate	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	5.09426703850806	(4.44 - 5.82)	1.48219693752374e-323	0.266140809496392
Blood_lipid_points	Intermediate	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	3.89160663931519	(3.78 - 4.01)	7.4109846876187e-323	0.266140809496392
Blood_lipid_points	High	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.67619775314692	(7.75 - 9.68)	1.48219693752374e-323	0.266140809496392
Blood_lipid_points	High	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.76075498022098	(6.60 - 6.92)	6.42285339593621e-323	0.266140809496392
Blood_lipid_points	Low	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.99295134920352	(7.14 - 8.92)	1.48219693752374e-323	0.0546451693040976
Blood_lipid_points	Low	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.40230191070398	(6.31 - 6.49)	1.13635098543487e-322	0.0546451693040976
Blood_lipid_points	Intermediate	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	5.27239796796586	(4.14 - 6.62)	9.88131291682493e-324	0.0546451693040976
Blood_lipid_points	Intermediate	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	3.91796057662495	(3.81 - 4.03)	7.4109846876187e-323	0.0546451693040976
Blood_lipid_points	High	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	10.4009130129401	(8.73 - 12.30)	9.88131291682493e-324	0.0546451693040976
Blood_lipid_points	High	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.78260156913722	(6.62 - 6.94)	6.42285339593621e-323	0.0546451693040976
Blood_lipid_points	Low	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.73651558744702	(8.15 - 9.35)	1.97626258336499e-323	0.131750223063968
Blood_lipid_points	Low	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.34911500918296	(6.26 - 6.44)	1.08694442085074e-322	0.131750223063968
Blood_lipid_points	Intermediate	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	5.62278135875575	(4.87 - 6.46)	1.48219693752374e-323	0.131750223063968
Blood_lipid_points	Intermediate	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	3.88314990363334	(3.77 - 4.00)	6.91691904177745e-323	0.131750223063968
Blood_lipid_points	High	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	10.949156538396	(9.83 - 12.17)	1.48219693752374e-323	0.131750223063968
Blood_lipid_points	High	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.6986257750941	(6.54 - 6.86)	6.42285339593621e-323	0.131750223063968
HbA1c_score	Low	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	22.9670439837379	(16.75 - 30.73)	4.94065645841247e-324	0.443430759498003
HbA1c_score	Low	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	15.2615446104047	(14.80 - 15.73)	3.45845952088873e-323	0.443430759498003
HbA1c_score	Intermediate	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	11.9237458323548	(9.08 - 15.38)	4.94065645841247e-324	0.443430759498003
HbA1c_score	Intermediate	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.39419164666472	(8.17 - 8.62)	4.94065645841247e-323	0.443430759498003
HbA1c_score	High	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.7685243467434	(7.62 - 10.04)	9.88131291682493e-324	0.443430759498003
HbA1c_score	High	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	4.94295027494857	(4.88 - 5.01)	1.33397724377137e-322	0.443430759498003
HbA1c_score	Low	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	18.9031592194724	(17.06 - 20.89)	9.88131291682493e-324	0.247034398879161
HbA1c_score	Low	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	15.0316992788684	(14.56 - 15.51)	3.45845952088873e-323	0.247034398879161
HbA1c_score	Intermediate	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	9.02817495612634	(8.21 - 9.91)	1.48219693752374e-323	0.247034398879161
HbA1c_score	Intermediate	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.37143630614531	(8.14 - 8.60)	4.94065645841247e-323	0.247034398879161
HbA1c_score	High	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.54908982771802	(6.25 - 6.86)	3.45845952088873e-323	0.247034398879161
HbA1c_score	High	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	4.85691320824276	(4.79 - 4.92)	1.28457067918724e-322	0.247034398879161
HbA1c_score	Low	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	18.8124280423709	(16.29 - 21.62)	9.88131291682493e-324	0.783134713893316
HbA1c_score	Low	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	15.1767778977201	(14.71 - 15.65)	3.45845952088873e-323	0.783134713893316
HbA1c_score	Intermediate	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.85385030193942	(6.86 - 8.96)	9.88131291682493e-324	0.783134713893316
HbA1c_score	Intermediate	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.44627742572225	(8.22 - 8.68)	5.43472210425371e-323	0.783134713893316
HbA1c_score	High	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	5.96279475814352	(5.59 - 6.36)	2.47032822920623e-323	0.783134713893316
HbA1c_score	High	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	4.92694222487506	(4.86 - 4.99)	1.33397724377137e-322	0.783134713893316
HbA1c_score	Low	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	16.6882604509059	(13.01 - 21.08)	4.94065645841247e-324	0.870826548430279
HbA1c_score	Low	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	15.2951237152873	(14.83 - 15.77)	3.45845952088873e-323	0.870826548430279
HbA1c_score	Intermediate	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	11.5783613399765	(9.48 - 14.00)	4.94065645841247e-324	0.870826548430279
HbA1c_score	Intermediate	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.37618757147775	(8.16 - 8.60)	4.94065645841247e-323	0.870826548430279
HbA1c_score	High	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.58057122645991	(5.91 - 7.30)	1.48219693752374e-323	0.870826548430279
HbA1c_score	High	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	4.94382247206911	(4.88 - 5.01)	1.33397724377137e-322	0.870826548430279
HbA1c_score	Low	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	18.6527878183369	(16.11 - 21.48)	4.94065645841247e-324	0.125397322361384
HbA1c_score	Low	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	15.1861735664382	(14.72 - 15.66)	3.45845952088873e-323	0.125397322361384
HbA1c_score	Intermediate	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	10.8396775870338	(9.52 - 12.29)	9.88131291682493e-324	0.125397322361384
HbA1c_score	Intermediate	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.33507535642814	(8.11 - 8.56)	5.43472210425371e-323	0.125397322361384
HbA1c_score	High	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.25956275949643	(6.80 - 7.74)	2.47032822920623e-323	0.125397322361384
HbA1c_score	High	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	4.89431533569602	(4.83 - 4.96)	1.33397724377137e-322	0.125397322361384
PA_score	Low	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	10.4333555683181	(9.18 - 11.80)	9.88131291682493e-324	0.909704149542476
PA_score	Low	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.85841198051632	(5.79 - 5.93)	1.33397724377137e-322	0.909704149542476
PA_score	Intermediate	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.20343519647022	(3.47 - 10.23)	4.94065645841247e-324	0.909704149542476
PA_score	Intermediate	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.68693658724286	(5.47 - 5.91)	4.44659081257122e-323	0.909704149542476
PA_score	High	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	10.9674245160794	(8.06 - 14.58)	4.94065645841247e-324	0.909704149542476
PA_score	High	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.33849706861031	(6.15 - 6.53)	5.43472210425371e-323	0.909704149542476
PA_score	Low	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.75254706567679	(7.42 - 8.09)	3.45845952088873e-323	0.597890184397496
PA_score	Low	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.75551535972491	(5.68 - 5.83)	1.28457067918724e-322	0.597890184397496
PA_score	Intermediate	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.1113139643283	(5.26 - 7.07)	9.88131291682493e-324	0.597890184397496
PA_score	Intermediate	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.66028618870802	(5.44 - 5.89)	4.44659081257122e-323	0.597890184397496
PA_score	High	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.85456720072936	(7.06 - 8.71)	1.48219693752374e-323	0.597890184397496
PA_score	High	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.25936466997592	(6.06 - 6.46)	5.43472210425371e-323	0.597890184397496
PA_score	Low	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.08063322301472	(6.66 - 7.52)	2.47032822920623e-323	0.191494304300898
PA_score	Low	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.8397182353467	(5.77 - 5.91)	1.28457067918724e-322	0.191494304300898
