exposure_component	exposure_category	chip_type	chip_status	outcome	incidence_rate_100py	ci_95	p_value_rate	pval_interaction
PA_score	Intermediate	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	5.93630732700284	(4.84 - 7.21)	9.88131291682493e-324	0.191494304300898
PA_score	Intermediate	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.68013433476942	(5.46 - 5.91)	4.44659081257122e-323	0.191494304300898
PA_score	High	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.73395872306224	(5.77 - 7.81)	9.88131291682493e-324	0.191494304300898
PA_score	High	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.3533252530149	(6.16 - 6.55)	5.43472210425371e-323	0.191494304300898
PA_score	Low	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.9414001751035	(7.20 - 8.74)	1.48219693752374e-323	0.356702875751818
PA_score	Low	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.85830291761615	(5.78 - 5.93)	1.28457067918724e-322	0.356702875751818
PA_score	Intermediate	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.69208930790295	(4.74 - 9.19)	4.94065645841247e-324	0.356702875751818
PA_score	Intermediate	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.67706053150616	(5.46 - 5.90)	4.44659081257122e-323	0.356702875751818
PA_score	High	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.44844193806498	(6.56 - 10.71)	4.94065645841247e-324	0.356702875751818
PA_score	High	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.34280456228302	(6.15 - 6.54)	5.43472210425371e-323	0.356702875751818
PA_score	Low	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.59137324494442	(8.09 - 9.12)	2.47032822920623e-323	0.71464423649241
PA_score	Low	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.80021159722811	(5.73 - 5.87)	1.28457067918724e-322	0.71464423649241
PA_score	Intermediate	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.45481568024278	(5.18 - 7.95)	9.88131291682493e-324	0.71464423649241
PA_score	Intermediate	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.66614844590558	(5.45 - 5.89)	4.44659081257122e-323	0.71464423649241
PA_score	High	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	9.17352030660489	(7.93 - 10.56)	9.88131291682493e-324	0.71464423649241
PA_score	High	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.27673399836684	(6.09 - 6.47)	5.43472210425371e-323	0.71464423649241
bmi_points	Low	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	11.7213826103082	(9.52 - 14.28)	4.94065645841247e-324	0.0182091735112509
bmi_points	Low	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.52543296736286	(8.36 - 8.69)	7.4109846876187e-323	0.0182091735112509
bmi_points	Intermediate	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	10.2184862790923	(8.61 - 12.04)	9.88131291682493e-324	0.0182091735112509
bmi_points	Intermediate	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.17484962548502	(6.07 - 6.28)	9.88131291682493e-323	0.0182091735112509
bmi_points	High	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.58651492519675	(6.73 - 10.80)	4.94065645841247e-324	0.0182091735112509
bmi_points	High	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	3.74295377741707	(3.65 - 3.83)	8.89318162514244e-323	0.0182091735112509
bmi_points	Low	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	10.1177690032726	(9.44 - 10.83)	1.97626258336499e-323	0.00620802706263558
bmi_points	Low	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.4349208186314	(8.27 - 8.60)	6.91691904177745e-323	0.00620802706263558
bmi_points	Intermediate	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.08909584540557	(7.64 - 8.56)	2.47032822920623e-323	0.00620802706263558
bmi_points	Intermediate	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.06611055443815	(5.96 - 6.17)	9.38724727098368e-323	0.00620802706263558
bmi_points	High	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	5.18661182422195	(4.78 - 5.62)	1.97626258336499e-323	0.00620802706263558
bmi_points	High	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	3.6700368580331	(3.58 - 3.76)	8.39911597930119e-323	0.00620802706263558
bmi_points	Low	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	9.49159895157839	(8.60 - 10.45)	1.48219693752374e-323	0.215248797199262
bmi_points	Low	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.5121843465379	(8.35 - 8.68)	7.4109846876187e-323	0.215248797199262
bmi_points	Intermediate	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.45695377508188	(6.89 - 8.06)	1.97626258336499e-323	0.215248797199262
bmi_points	Intermediate	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.15122268229704	(6.05 - 6.26)	9.38724727098368e-323	0.215248797199262
bmi_points	High	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	4.57297804944784	(4.07 - 5.12)	1.48219693752374e-323	0.215248797199262
bmi_points	High	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	3.73484622886722	(3.64 - 3.83)	8.39911597930119e-323	0.215248797199262
bmi_points	Low	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	10.1485828188513	(8.68 - 11.79)	9.88131291682493e-324	0.0317402795765104
bmi_points	Low	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.52505168304357	(8.36 - 8.69)	7.4109846876187e-323	0.0317402795765104
bmi_points	Intermediate	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.13992058848686	(7.14 - 9.24)	9.88131291682493e-324	0.0317402795765104
bmi_points	Intermediate	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.17446280363168	(6.07 - 6.28)	9.38724727098368e-323	0.0317402795765104
bmi_points	High	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	5.76118819258201	(4.78 - 6.88)	9.88131291682493e-324	0.0317402795765104
bmi_points	High	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	3.74227118774917	(3.65 - 3.83)	8.89318162514244e-323	0.0317402795765104
bmi_points	Low	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	10.8403334894494	(9.86 - 11.89)	1.48219693752374e-323	0.00580899900983536
bmi_points	Low	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.46840665029345	(8.30 - 8.63)	6.91691904177745e-323	0.00580899900983536
bmi_points	Intermediate	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.83746885184999	(8.16 - 9.56)	1.97626258336499e-323	0.00580899900983536
bmi_points	Intermediate	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.11548584454601	(6.01 - 6.22)	9.38724727098368e-323	0.00580899900983536
bmi_points	High	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.05570386019537	(5.39 - 6.78)	1.48219693752374e-323	0.00580899900983536
bmi_points	High	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	3.70019159642222	(3.61 - 3.79)	8.89318162514244e-323	0.00580899900983536
diet_score	Low	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	11.4692796005616	(9.62 - 13.57)	4.94065645841247e-324	0.0780799484218629
diet_score	Low	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.83921373758084	(6.72 - 6.96)	8.89318162514244e-323	0.0780799484218629
diet_score	Intermediate	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.10544370179787	(6.26 - 10.33)	9.88131291682493e-324	0.0780799484218629
diet_score	Intermediate	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.90987503245298	(5.78 - 6.04)	7.4109846876187e-323	0.0780799484218629
diet_score	High	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	10.2917469338074	(8.48 - 12.37)	9.88131291682493e-324	0.0780799484218629
diet_score	High	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.12035306623001	(5.03 - 5.22)	9.38724727098368e-323	0.0780799484218629
diet_score	Low	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	9.04340457144769	(8.51 - 9.60)	2.47032822920623e-323	0.931674142004641
diet_score	Low	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.71744345369304	(6.59 - 6.84)	8.39911597930119e-323	0.931674142004641
diet_score	Intermediate	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.41365979230926	(6.85 - 8.01)	1.97626258336499e-323	0.931674142004641
diet_score	Intermediate	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.81936887451252	(5.69 - 5.95)	7.4109846876187e-323	0.931674142004641
diet_score	High	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.56488757766696	(6.15 - 7.00)	2.47032822920623e-323	0.931674142004641
diet_score	High	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.04766489657469	(4.95 - 5.15)	9.38724727098368e-323	0.931674142004641
diet_score	Low	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.05277990822864	(7.38 - 8.78)	1.97626258336499e-323	0.656908328641306
diet_score	Low	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.82579740815305	(6.70 - 6.95)	8.39911597930119e-323	0.656908328641306
diet_score	Intermediate	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.7988894875987	(6.09 - 7.57)	1.48219693752374e-323	0.656908328641306
diet_score	Intermediate	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.88953860731275	(5.76 - 6.02)	7.4109846876187e-323	0.656908328641306
diet_score	High	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.12969208555645	(5.60 - 6.69)	1.97626258336499e-323	0.656908328641306
diet_score	High	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.10819460441884	(5.01 - 5.21)	9.38724727098368e-323	0.656908328641306
diet_score	Low	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.77207469287385	(7.61 - 10.07)	9.88131291682493e-324	0.843901373244988
diet_score	Low	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.84489604833814	(6.72 - 6.97)	8.89318162514244e-323	0.843901373244988
diet_score	Intermediate	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.32931760312453	(6.99 - 9.85)	9.88131291682493e-324	0.843901373244988
diet_score	Intermediate	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.89299495351663	(5.76 - 6.03)	7.4109846876187e-323	0.843901373244988
diet_score	High	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.8971079493064	(5.95 - 7.95)	9.88131291682493e-324	0.843901373244988
diet_score	High	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.12413088254594	(5.03 - 5.22)	9.38724727098368e-323	0.843901373244988
diet_score	Low	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	10.2169751126489	(9.41 - 11.08)	1.48219693752374e-323	0.667704209840506
diet_score	Low	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.7605392043518	(6.64 - 6.88)	8.39911597930119e-323	0.667704209840506
diet_score	Intermediate	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.22544179406892	(7.36 - 9.16)	1.48219693752374e-323	0.667704209840506
diet_score	Intermediate	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.85109649785008	(5.72 - 5.98)	7.4109846876187e-323	0.667704209840506
diet_score	High	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.11053891194491	(6.47 - 7.79)	1.48219693752374e-323	0.667704209840506
diet_score	High	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.08669946842263	(4.99 - 5.18)	9.38724727098368e-323	0.667704209840506
final_smoking_score	Low	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	13.3830833211044	(10.47 - 16.85)	4.94065645841247e-324	0.456337199446443
final_smoking_score	Low	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.77340718541132	(8.51 - 9.04)	4.94065645841247e-323	0.456337199446443
final_smoking_score	Intermediate	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	10.6343880948864	(8.34 - 13.37)	4.94065645841247e-324	0.456337199446443
final_smoking_score	Intermediate	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.82338257939053	(6.67 - 6.98)	6.91691904177745e-323	0.456337199446443
final_smoking_score	High	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	9.08002312194163	(7.76 - 10.56)	9.88131291682493e-324	0.456337199446443
final_smoking_score	High	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.24070108062803	(5.17 - 5.32)	1.23516411460312e-322	0.456337199446443
final_smoking_score	Low	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	10.6773430646055	(9.64 - 11.80)	1.48219693752374e-323	0.0503343591414381
final_smoking_score	Low	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.67837205634181	(8.41 - 8.95)	4.44659081257122e-323	0.0503343591414381
final_smoking_score	Intermediate	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.17291427751258	(7.56 - 8.82)	1.97626258336499e-323	0.0503343591414381
final_smoking_score	Intermediate	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.74427143111291	(6.59 - 6.90)	6.42285339593621e-323	0.0503343591414381
final_smoking_score	High	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.95394463896559	(6.62 - 7.30)	2.96439387504748e-323	0.0503343591414381
final_smoking_score	High	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.14756055619333	(5.07 - 5.22)	1.23516411460312e-322	0.0503343591414381
final_smoking_score	Low	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	9.49283554931606	(8.20 - 10.93)	9.88131291682493e-324	0.150423417024421
final_smoking_score	Low	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.79470549672647	(8.53 - 9.06)	4.44659081257122e-323	0.150423417024421
final_smoking_score	Intermediate	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.3262338479524	(6.56 - 8.15)	1.48219693752374e-323	0.150423417024421
final_smoking_score	Intermediate	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.8263464152423	(6.67 - 6.98)	6.42285339593621e-323	0.150423417024421
final_smoking_score	High	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.39542609112322	(5.97 - 6.85)	2.47032822920623e-323	0.150423417024421
final_smoking_score	High	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.21893435091118	(5.14 - 5.29)	1.23516411460312e-322	0.150423417024421
final_smoking_score	Low	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	11.093319254055	(8.52 - 14.19)	4.94065645841247e-324	0.624217123482715
final_smoking_score	Low	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.79685616081698	(8.54 - 9.06)	4.44659081257122e-323	0.624217123482715
final_smoking_score	Intermediate	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	9.04723949948282	(7.63 - 10.65)	9.88131291682493e-324	0.624217123482715
final_smoking_score	Intermediate	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.81497520774961	(6.66 - 6.97)	6.91691904177745e-323	0.624217123482715
final_smoking_score	High	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.09301364154521	(6.34 - 7.91)	1.48219693752374e-323	0.624217123482715
final_smoking_score	High	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.2372430420904	(5.16 - 5.31)	1.23516411460312e-322	0.624217123482715
final_smoking_score	Low	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	11.8588003831371	(10.28 - 13.61)	9.88131291682493e-324	0.108033338339423
final_smoking_score	Low	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.71555883942818	(8.45 - 8.98)	4.44659081257122e-323	0.108033338339423
final_smoking_score	Intermediate	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	9.43633847992757	(8.47 - 10.48)	1.48219693752374e-323	0.108033338339423
final_smoking_score	Intermediate	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.7579668205536	(6.60 - 6.92)	6.91691904177745e-323	0.108033338339423
final_smoking_score	High	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.62437949776126	(7.11 - 8.16)	2.47032822920623e-323	0.108033338339423
final_smoking_score	High	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.18920028887181	(5.11 - 5.26)	1.23516411460312e-322	0.108033338339423
sleep_health_points	Low	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	14.0891559874657	(9.57 - 20.00)	4.94065645841247e-324	0.767417385712288
sleep_health_points	Low	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.89407924270865	(8.59 - 9.21)	3.95252516672997e-323	0.767417385712288
sleep_health_points	Intermediate	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	11.2995969368204	(8.77 - 14.32)	4.94065645841247e-324	0.767417385712288
sleep_health_points	Intermediate	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.32440584481318	(6.17 - 6.48)	6.42285339593621e-323	0.767417385712288
sleep_health_points	High	ASXL1	Carrier	Coronary_Artery_Disease_INTERMEDIATE	9.49707514559457	(8.27 - 10.85)	9.88131291682493e-324	0.767417385712288
sleep_health_points	High	ASXL1	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.52158175517302	(5.45 - 5.60)	1.28457067918724e-322	0.767417385712288
sleep_health_points	Low	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	11.1613324196676	(9.85 - 12.60)	9.88131291682493e-324	0.685485371033892
sleep_health_points	Low	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.77042138130541	(8.46 - 9.09)	3.95252516672997e-323	0.685485371033892
sleep_health_points	Intermediate	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.83995600845624	(7.18 - 8.54)	1.48219693752374e-323	0.685485371033892
sleep_health_points	Intermediate	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.25020438989513	(6.09 - 6.41)	6.42285339593621e-323	0.685485371033892
sleep_health_points	High	CHIP	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.24628716527323	(6.92 - 7.58)	3.45845952088873e-323	0.685485371033892
sleep_health_points	High	CHIP	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.42569036088842	(5.35 - 5.50)	1.23516411460312e-322	0.685485371033892
sleep_health_points	Low	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	10.0421686776827	(8.40 - 11.92)	4.94065645841247e-324	0.734606134933892
sleep_health_points	Low	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.88390014345711	(8.57 - 9.20)	3.95252516672997e-323	0.734606134933892
sleep_health_points	Intermediate	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.04622913670024	(6.22 - 7.95)	1.48219693752374e-323	0.734606134933892
sleep_health_points	Intermediate	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.3275775191763	(6.17 - 6.49)	6.42285339593621e-323	0.734606134933892
sleep_health_points	High	DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	6.62623423816463	(6.21 - 7.06)	2.47032822920623e-323	0.734606134933892
sleep_health_points	High	DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.50311380504129	(5.43 - 5.58)	1.28457067918724e-322	0.734606134933892
sleep_health_points	Low	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	11.4892209812166	(8.63 - 14.99)	4.94065645841247e-324	0.668855506217882
sleep_health_points	Low	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.89192991691429	(8.59 - 9.21)	3.95252516672997e-323	0.668855506217882
sleep_health_points	Intermediate	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.65665318426804	(7.08 - 10.48)	9.88131291682493e-324	0.668855506217882
sleep_health_points	Intermediate	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.32605294490854	(6.17 - 6.48)	6.42285339593621e-323	0.668855506217882
sleep_health_points	High	TET2	Carrier	Coronary_Artery_Disease_INTERMEDIATE	7.37597243787087	(6.64 - 8.17)	1.48219693752374e-323	0.668855506217882
sleep_health_points	High	TET2	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.52080430710186	(5.45 - 5.60)	1.28457067918724e-322	0.668855506217882
sleep_health_points	Low	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	12.5032276356764	(10.52 - 14.75)	9.88131291682493e-324	0.701643377385304
sleep_health_points	Low	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	8.81132973182176	(8.50 - 9.13)	3.95252516672997e-323	0.701643377385304
sleep_health_points	Intermediate	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.86538112430105	(7.84 - 9.98)	9.88131291682493e-324	0.701643377385304
sleep_health_points	Intermediate	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	6.2753147282281	(6.12 - 6.43)	6.42285339593621e-323	0.701643377385304
sleep_health_points	High	non_DNMT3A	Carrier	Coronary_Artery_Disease_INTERMEDIATE	8.01427615077255	(7.52 - 8.54)	1.97626258336499e-323	0.701643377385304
sleep_health_points	High	non_DNMT3A	Non-carrier	Coronary_Artery_Disease_INTERMEDIATE	5.46702672352586	(5.39 - 5.54)	1.28457067918724e-322	0.701643377385304
BP_Score	Low	ASXL1	Carrier	composite_mi_cad_stroke_death	12.9792885352158	(11.06 - 15.13)	9.88131291682493e-324	0.694862950955273
BP_Score	Low	ASXL1	Non-carrier	composite_mi_cad_stroke_death	8.86399451807755	(8.72 - 9.01)	8.39911597930119e-323	0.694862950955273
BP_Score	Intermediate	ASXL1	Carrier	composite_mi_cad_stroke_death	9.60105104998656	(8.07 - 11.34)	9.88131291682493e-324	0.694862950955273
BP_Score	Intermediate	ASXL1	Non-carrier	composite_mi_cad_stroke_death	5.15383655909223	(5.07 - 5.24)	1.08694442085074e-322	0.694862950955273
BP_Score	High	ASXL1	Carrier	composite_mi_cad_stroke_death	5.35185130397346	(3.12 - 8.57)	4.94065645841247e-324	0.694862950955273
BP_Score	High	ASXL1	Non-carrier	composite_mi_cad_stroke_death	3.00537764065041	(2.88 - 3.13)	5.43472210425371e-323	0.694862950955273
BP_Score	Low	CHIP	Carrier	composite_mi_cad_stroke_death	10.6714330308499	(10.11 - 11.26)	2.47032822920623e-323	0.173583974672362
BP_Score	Low	CHIP	Non-carrier	composite_mi_cad_stroke_death	8.75315541686816	(8.61 - 8.90)	7.90505033345994e-323	0.173583974672362
BP_Score	Intermediate	CHIP	Carrier	composite_mi_cad_stroke_death	6.42426306071873	(6.05 - 6.81)	2.96439387504748e-323	0.173583974672362
BP_Score	Intermediate	CHIP	Non-carrier	composite_mi_cad_stroke_death	5.09278932549034	(5.01 - 5.18)	1.03753785626662e-322	0.173583974672362
BP_Score	High	CHIP	Carrier	composite_mi_cad_stroke_death	4.46800799378242	(3.82 - 5.20)	9.88131291682493e-324	0.173583974672362
BP_Score	High	CHIP	Non-carrier	composite_mi_cad_stroke_death	2.93616971123089	(2.81 - 3.07)	5.43472210425371e-323	0.173583974672362
BP_Score	Low	DNMT3A	Carrier	composite_mi_cad_stroke_death	10.0246735213384	(9.29 - 10.80)	1.48219693752374e-323	0.87017891871724
BP_Score	Low	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	8.84646325050405	(8.70 - 8.99)	8.39911597930119e-323	0.87017891871724
BP_Score	Intermediate	DNMT3A	Carrier	composite_mi_cad_stroke_death	5.85866651527284	(5.40 - 6.35)	1.97626258336499e-323	0.87017891871724
BP_Score	Intermediate	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	5.15124628454975	(5.07 - 5.24)	1.08694442085074e-322	0.87017891871724
BP_Score	High	DNMT3A	Carrier	composite_mi_cad_stroke_death	3.58401466005456	(2.82 - 4.49)	9.88131291682493e-324	0.87017891871724
BP_Score	High	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	2.99852943573174	(2.87 - 3.13)	5.43472210425371e-323	0.87017891871724
BP_Score	Low	TET2	Carrier	composite_mi_cad_stroke_death	10.9242107728555	(9.68 - 12.29)	9.88131291682493e-324	0.366961413389376
BP_Score	Low	TET2	Non-carrier	composite_mi_cad_stroke_death	8.86366609469664	(8.72 - 9.01)	8.39911597930119e-323	0.366961413389376
BP_Score	Intermediate	TET2	Carrier	composite_mi_cad_stroke_death	6.31027001830359	(5.49 - 7.22)	9.88131291682493e-324	0.366961413389376
BP_Score	Intermediate	TET2	Non-carrier	composite_mi_cad_stroke_death	5.16303408862292	(5.08 - 5.25)	1.08694442085074e-322	0.366961413389376
BP_Score	High	TET2	Carrier	composite_mi_cad_stroke_death	5.34747661463031	(3.77 - 7.37)	4.94065645841247e-324	0.366961413389376
BP_Score	High	TET2	Non-carrier	composite_mi_cad_stroke_death	2.99318219026065	(2.87 - 3.12)	5.43472210425371e-323	0.366961413389376
BP_Score	Low	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	11.4692393084619	(10.64 - 12.35)	1.48219693752374e-323	0.093619989261798
BP_Score	Low	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	8.79948680411589	(8.66 - 8.94)	8.39911597930119e-323	0.093619989261798
BP_Score	Intermediate	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	7.18738414601435	(6.61 - 7.80)	1.97626258336499e-323	0.093619989261798
BP_Score	Intermediate	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	5.11724495310947	(5.03 - 5.20)	1.03753785626662e-322	0.093619989261798
BP_Score	High	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	5.41350516197401	(4.37 - 6.62)	9.88131291682493e-324	0.093619989261798
BP_Score	High	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	2.95678904884153	(2.83 - 3.09)	5.43472210425371e-323	0.093619989261798
Blood_lipid_points	Low	ASXL1	Carrier	composite_mi_cad_stroke_death	11.542997193737	(10.01 - 13.24)	9.88131291682493e-324	0.780184104367063
